Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Journey_Day,Journey_Month,Journey_Weekday,Dep_Hour
Air Asia,2019-06-12,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,0,No info,3383,165,12,6,Wednesday,11
IndiGo,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,12:10,17:05,4h 55m,1,No info,8738,295,3,3,Sunday,12
Air India,2019-03-27,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 Mar,25h 35m,1,No info,7165,1535,27,3,Wednesday,5
IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1,No info,6412,380,24,6,Monday,16
Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,No info,8016,185,27,6,Thursday,18
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,20:35,15:15 13 Mar,18h 40m,1,In-flight meal not included,11087,1120,12,3,Tuesday,20
SpiceJet,2019-06-27,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,0,No check-in baggage included,3543,135,27,6,Thursday,9
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 13 Jun,12h 10m,1,No info,12471,730,12,6,Wednesday,16
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 25 Jun,19h 25m,1,In-flight meal not included,10262,1165,24,6,Monday,9
Air India,2019-03-18,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,0,No info,4441,170,18,3,Monday,13
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,07:05,15:30,8h 25m,1,No info,12537,505,27,3,Wednesday,7
GoAir,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,22:25,07:40 25 Mar,9h 15m,1,No info,10091,555,24,3,Sunday,22
Air India,2019-06-03,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,0,No info,6961,170,3,6,Monday,21
IndiGo,2019-04-24,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,0,No info,5013,195,24,4,Wednesday,5
Air India,2019-05-18,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,0,No info,6934,170,18,5,Saturday,5
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,06:40,19:00,12h 20m,1,No info,10877,740,3,6,Monday,6
Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,0,No info,7229,175,18,4,Thursday,15
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 28 Mar,9h 35m,1,No info,7048,575,27,3,Wednesday,16
Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,0,No info,4878,155,27,6,Thursday,17
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1,In-flight meal not included,10844,570,21,5,Tuesday,14
Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 20 May,29h 20m,2,No info,15129,1760,18,5,Saturday,23
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,0,No info,3943,175,12,5,Sunday,0
SpiceJet,2019-06-06,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1,No info,5583,315,6,6,Thursday,6
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1,No info,9646,545,6,6,Thursday,7
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1,No info,7677,645,3,6,Monday,8
IndiGo,2019-06-01,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1,No info,6842,295,1,6,Saturday,5
Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,0,In-flight meal not included,4995,90,24,6,Monday,8
Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1,No info,9555,700,9,6,Sunday,7
IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,0,No info,4077,165,1,6,Saturday,1
Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,0,No info,7229,175,12,5,Sunday,15
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1,No info,12192,600,9,6,Sunday,9
Air India,2019-04-12,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,0,No info,5911,165,12,4,Friday,10
Air India,2019-06-12,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1,No info,8372,615,12,6,Wednesday,9
Jet Airways,2019-03-18,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,0,In-flight meal not included,4995,85,18,3,Monday,7
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1,No info,14323,555,9,5,Thursday,10
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 Jun,22h 55m,2,No info,13014,1375,9,6,Sunday,5
Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 07 Jun,28h 50m,2,No info,13591,1730,6,6,Thursday,14
Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50 04 Mar,37h 25m,2,No info,18799,2245,3,3,Sunday,5
IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,23:30,02:20 28 Apr,2h 50m,0,No info,3943,170,27,4,Saturday,23
SpiceJet,2019-05-21,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,0,No check-in baggage included,1965,90,21,5,Tuesday,5
Jet Airways,2019-05-27,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,In-flight meal not included,4995,90,27,5,Monday,10
Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30 25 Mar,25h 40m,1,No info,14641,1540,24,3,Sunday,16
Air India,2019-04-12,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,0,No info,4460,155,12,4,Friday,20
Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1,No info,10191,375,18,5,Saturday,13
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,02:15,19:45,17h 30m,1,In-flight meal not included,13843,1050,9,3,Saturday,2
IndiGo,2019-05-01,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 02 May,5h 45m,1,No info,6349,345,1,5,Wednesday,21
Air Asia,2019-05-01,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,No info,4409,155,1,5,Wednesday,10
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,18:15,19:45 07 Mar,25h 30m,1,No info,17024,1530,6,3,Wednesday,18
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1,No info,13727,835,18,5,Saturday,7
IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,0,No info,8855,175,15,3,Friday,18
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1,No info,12524,615,24,6,Monday,8
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,11:40,20:20,8h 40m,1,No info,13555,520,18,3,Monday,11
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1,In-flight meal not included,10844,330,6,6,Thursday,6
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1,No info,13587,720,9,6,Sunday,9
SpiceJet,2019-06-12,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,0,No check-in baggage included,3543,135,12,6,Wednesday,9
Vistara,2019-03-18,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,0,No info,4842,135,18,3,Monday,7
IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,23:30,02:20 25 Apr,2h 50m,0,No info,3943,170,24,4,Wednesday,23
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 10 Jun,9h 10m,1,In-flight meal not included,10577,550,9,6,Sunday,19
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1,No info,6979,625,15,5,Wednesday,10
Vistara,2019-06-27,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No info,11982,140,27,6,Thursday,17
SpiceJet,2019-06-06,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1,No info,5264,270,6,6,Thursday,8
Vistara,2019-03-03,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,0,No info,8001,190,3,3,Sunday,6
Air India,2019-06-01,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 02 Jun,23h 30m,2,No info,10651,1410,1,6,Saturday,19
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50 25 May,27h 20m,1,In-flight meal not included,10844,1640,24,5,Friday,16
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,12h 35m,1,No info,6601,755,27,3,Wednesday,9
Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,19:00,19:15 22 Mar,24h 15m,1,No info,6587,1455,21,3,Thursday,19
SpiceJet,2019-03-21,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,0,No info,3173,80,21,3,Thursday,13
Air India,2019-05-09,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,0,No info,5228,165,9,5,Thursday,10
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,In-flight meal not included,5769,180,21,6,Friday,7
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1,No info,14714,660,6,6,Thursday,8
Jet Airways,2019-06-03,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2,No info,13014,810,3,6,Monday,5
IndiGo,2019-06-03,Banglore,Delhi,BLR → DEL,22:10,01:00 04 Jun,2h 50m,0,No info,3359,170,3,6,Monday,22
GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,0,No info,6722,175,3,3,Sunday,20
IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,0,No info,4462,165,18,3,Monday,9
IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → COK,04:55,16:10,11h 15m,1,No info,6171,675,9,3,Saturday,4
Air India,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2,No info,12303,875,21,5,Tuesday,5
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,11:40,01:35 22 Mar,13h 55m,1,No info,7695,835,21,3,Thursday,11
IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 25 Jun,14h 5m,1,No info,5684,845,24,6,Monday,11
Air India,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 13 Jun,15h 5m,1,No info,8366,905,12,6,Wednesday,16
Air India,2019-03-01,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,0,No info,19630,135,1,3,Friday,11
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,14:05,05:05 07 Mar,15h,1,In-flight meal not included,13502,900,6,3,Wednesday,14
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 02 May,12h 55m,1,No info,14781,775,1,5,Wednesday,21
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1,No info,6513,540,12,6,Wednesday,7
Air India,2019-06-01,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1,No info,9929,735,1,6,Saturday,7
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 07 Jun,7h 40m,2,No info,18275,460,6,6,Thursday,17
Air India,2019-04-09,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 10 Apr,27h 20m,1,No info,4487,1640,9,4,Tuesday,6
IndiGo,2019-03-15,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,0,No info,2754,85,15,3,Friday,21
Air India,2019-03-27,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,0,No info,2575,80,27,3,Wednesday,6
SpiceJet,2019-06-12,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1,No info,8224,330,12,6,Wednesday,15
Air India,2019-03-09,Delhi,Cochin,DEL → BLR → COK,20:30,08:15 10 Mar,11h 45m,1,No info,8991,705,9,3,Saturday,20
IndiGo,2019-06-24,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,0,No info,5000,195,24,6,Monday,5
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 13 Jun,24h 55m,1,In-flight meal not included,8529,1495,12,6,Wednesday,18
Air India,2019-03-03,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 04 Mar,27h 20m,1,No info,14042,1640,3,3,Sunday,6
Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,0,In-flight meal not included,4030,175,24,5,Friday,11
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 07 Jun,17h 5m,1,In-flight meal not included,10844,1025,6,6,Thursday,18
IndiGo,2019-05-06,Kolkata,Banglore,CCU → BLR,21:25,00:05 07 May,2h 40m,0,No info,4804,160,6,5,Monday,21
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 28 May,8h,1,In-flight meal not included,7308,480,27,5,Monday,17
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,0,No info,4823,180,12,5,Sunday,16
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 25 Jun,27h 35m,1,In-flight meal not included,10262,1655,24,6,Monday,9
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 28 May,7h 30m,1,In-flight meal not included,12898,450,27,5,Monday,20
Air India,2019-03-12,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25,16:20 13 Mar,22h 55m,2,No info,12778,1375,12,3,Tuesday,17
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8h 35m,1,No info,14871,515,3,3,Sunday,4
Air India,2019-03-21,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15 22 Mar,29h 55m,2,No info,8708,1795,21,3,Thursday,13
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 07 Jun,22h 15m,1,In-flight meal not included,10844,1335,6,6,Thursday,20
SpiceJet,2019-03-06,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,0,No info,4129,80,6,3,Wednesday,5
IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,21:25,00:05 19 May,2h 40m,0,No info,4804,160,18,5,Saturday,21
Jet Airways,2019-05-06,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,No info,7229,180,6,5,Monday,8
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,07:00,19:10,12h 10m,1,In-flight meal not included,7832,730,21,3,Thursday,7
SpiceJet,2019-03-18,Chennai,Kolkata,MAA → CCU,09:30,12:05,2h 35m,0,No info,3859,155,18,3,Monday,9
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1,No info,9001,705,6,6,Thursday,7
Vistara,2019-05-09,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,0,No info,4878,155,9,5,Thursday,17
IndiGo,2019-05-03,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,0,No info,2754,90,3,5,Friday,2
Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,0,No info,4668,160,27,6,Thursday,7
Air Asia,2019-05-12,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,No info,5216,155,12,5,Sunday,10
Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 07 Jun,22h 55m,2,In-flight meal not included,10368,1375,6,6,Thursday,5
IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14h 40m,2,No info,8146,880,9,3,Saturday,6
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 28 Mar,15h 25m,1,No info,12242,925,27,3,Wednesday,13
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,7h 15m,1,In-flight meal not included,9134,435,15,3,Friday,8
Air India,2019-06-06,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 07 Jun,20h 10m,2,No info,10939,1210,6,6,Thursday,13
Air India,2019-06-06,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40 07 Jun,20h 45m,2,No info,11753,1245,6,6,Thursday,10
SpiceJet,2019-04-24,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,No info,4174,150,24,4,Wednesday,17
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50 22 May,23h 50m,1,In-flight meal not included,10844,1430,21,5,Tuesday,20
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 04 Jun,27h,1,No info,14714,1620,3,6,Monday,16
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1,In-flight meal not included,9899,330,12,6,Wednesday,6
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,09:10,21:00,11h 50m,1,No info,14871,710,3,3,Sunday,9
IndiGo,2019-03-06,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,0,No info,7295,135,6,3,Wednesday,13
Air India,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 07 Jun,24h 30m,2,No info,13465,1470,6,6,Thursday,18
SpiceJet,2019-05-21,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No check-in baggage included,3543,140,21,5,Tuesday,17
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 28 Jun,6h 30m,1,No info,7198,390,27,6,Thursday,19
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 02 Jun,20h 25m,1,In-flight meal not included,10262,1225,1,6,Saturday,8
IndiGo,2019-03-15,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,0,No info,4148,155,15,3,Friday,15
Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,0,No info,8016,175,27,6,Thursday,15
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 10 Jun,5h 35m,1,In-flight meal not included,10262,335,9,6,Sunday,22
SpiceJet,2019-06-15,Kolkata,Banglore,CCU → BLR,14:55,17:25,2h 30m,0,No check-in baggage included,3841,150,15,6,Saturday,14
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → MAA → DEL,09:45,00:30 13 Mar,14h 45m,1,No info,11507,885,12,3,Tuesday,9
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1,No info,14781,740,1,5,Wednesday,8
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 28 May,25h 30m,1,No info,16079,1530,27,5,Monday,17
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 28 May,5h 35m,1,In-flight meal not included,12898,335,27,5,Monday,22
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1,No info,15353,705,6,3,Wednesday,7
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,0,No info,7303,175,24,3,Sunday,18
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:45,5h 40m,1,No info,6197,340,24,3,Sunday,15
Air India,2019-06-09,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:15,4h 5m,1,No info,8996,245,9,6,Sunday,9
IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → COK,14:20,22:20,8h,1,No info,6528,480,21,3,Thursday,14
GoAir,2019-04-09,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,0,No info,4239,165,9,4,Tuesday,20
IndiGo,2019-03-12,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,0,No info,4148,160,12,3,Tuesday,20
SpiceJet,2019-05-24,Banglore,Delhi,BLR → DEL,21:10,00:05 25 May,2h 55m,0,No info,3971,175,24,5,Friday,21
Air Asia,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1,No info,5192,955,6,5,Monday,7
Jet Airways,2019-04-09,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 10 Apr,23h 10m,2,No info,9483,1390,9,4,Tuesday,13
Jet Airways,2019-06-03,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2,No info,18804,440,3,6,Monday,11
Air India,2019-06-18,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,0,No info,5201,170,18,6,Tuesday,5
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1,No info,16079,450,27,5,Monday,11
Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,In-flight meal not included,7229,180,15,6,Saturday,19
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:45,01:30 28 May,7h 45m,1,No info,6795,465,27,5,Monday,17
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,09:35,10:55 10 May,25h 20m,1,No info,10953,1520,9,5,Thursday,9
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 25 Jun,10h 25m,2,No info,15965,625,24,6,Monday,15
Air India,2019-04-09,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 10 Apr,30h 20m,2,No info,9968,1820,9,4,Tuesday,12
IndiGo,2019-06-06,Kolkata,Banglore,CCU → BLR,22:15,00:50 07 Jun,2h 35m,0,No info,4804,155,6,6,Thursday,22
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1,No info,16079,540,27,5,Monday,10
Jet Airways,2019-06-12,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35 13 Jun,15h 10m,2,In-flight meal not included,11507,910,12,6,Wednesday,21
Air India,2019-06-09,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 10 Jun,28h 20m,2,No info,11542,1700,9,6,Sunday,9
Jet Airways,2019-04-24,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,No info,7229,180,24,4,Wednesday,17
Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,0,In-flight meal not included,4544,165,27,4,Saturday,6
IndiGo,2019-05-15,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1,No info,6496,295,15,5,Wednesday,5
IndiGo,2019-06-15,Kolkata,Banglore,CCU → BLR,21:25,00:05 16 Jun,2h 40m,0,No info,4804,160,15,6,Saturday,21
Air India,2019-03-01,Banglore,New Delhi,BLR → CCU → DEL,11:05,09:15 02 Mar,22h 10m,1,No info,13439,1330,1,3,Friday,11
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 28 Mar,10h 10m,1,In-flight meal not included,6540,610,27,3,Wednesday,18
IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,23:30,02:20 02 Jun,2h 50m,0,No info,4591,170,1,6,Saturday,23
IndiGo,2019-03-18,Banglore,New Delhi,BLR → HYD → DEL,16:15,20:35,4h 20m,1,No info,4437,260,18,3,Monday,16
Air Asia,2019-03-21,Delhi,Cochin,DEL → BLR → COK,20:10,07:10 22 Mar,11h,1,No info,6151,660,21,3,Thursday,20
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,In-flight meal not included,7754,180,21,6,Friday,17
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 25 Jun,22h 35m,1,In-flight meal not included,10262,1355,24,6,Monday,14
Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,No info,8016,185,9,6,Sunday,18
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,0,No check-in baggage included,4781,160,24,3,Sunday,6
Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,0,No info,4668,170,27,6,Thursday,11
Air India,2019-03-06,Banglore,New Delhi,BLR → MAA → DEL,11:50,08:55 07 Mar,21h 5m,1,No info,14594,1265,6,3,Wednesday,11
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:55,04:45 25 Mar,11h 50m,1,No info,14231,710,24,3,Sunday,16
Air India,2019-05-15,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 16 May,25h 35m,1,No info,8425,1535,15,5,Wednesday,5
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1,No info,9646,925,12,6,Wednesday,7
IndiGo,2019-03-03,Chennai,Kolkata,MAA → CCU,14:40,17:05,2h 25m,0,No info,7295,145,3,3,Sunday,14
Air Asia,2019-04-09,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1,No info,5162,220,9,4,Tuesday,6
IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,0,No info,6860,175,9,3,Saturday,18
Vistara,2019-04-15,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,0,No info,6216,190,15,4,Monday,6
Air Asia,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1,No info,5192,710,24,5,Friday,7
IndiGo,2019-04-09,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,0,No info,4823,170,9,4,Tuesday,20
SpiceJet,2019-04-03,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,0,No check-in baggage included,3919,170,3,4,Wednesday,9
IndiGo,2019-06-03,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,0,No info,2754,90,3,6,Monday,19
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1,No info,9315,690,9,5,Thursday,7
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,10:00,18:50,8h 50m,1,No info,11667,530,27,3,Wednesday,10
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 13 Jun,20h 15m,1,In-flight meal not included,6224,1215,12,6,Wednesday,8
Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 25 Mar,20h 10m,2,No info,13349,1210,24,3,Sunday,9
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,16:55,09:00 16 Mar,16h 5m,1,In-flight meal not included,11087,965,18,3,Monday,16
